Артикул;Назва;Колір;Категорія;Опис;Стиль;Елементи обробки та декору;Силует;Довжина ;Рукав;Матеріал;Розмір;Ціна;Зображення;Колекція;Група;Тема
0824/54/753;Сукня “Флорида” бірюзова;бірюзовий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;54;1390;0824-753.jpg,0824-753-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/42/1279;Сукня “Флорида” лавандова;фіолетовий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;42;1390;0824-1279.jpg,0824-1279-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/44/1279;Сукня “Флорида” лавандова;фіолетовий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;44;1390;0824-1279.jpg,0824-1279-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/46/1279;Сукня “Флорида” лавандова;фіолетовий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;46;1390;0824-1279.jpg,0824-1279-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/48/1279;Сукня “Флорида” лавандова;фіолетовий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;48;1390;0824-1279.jpg,0824-1279-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/50/1279;Сукня “Флорида” лавандова;фіолетовий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;50;1390;0824-1279.jpg,0824-1279-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/52/1279;Сукня “Флорида” лавандова;фіолетовий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;52;1390;0824-1279.jpg,0824-1279-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/54/1279;Сукня “Флорида” лавандова;фіолетовий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;54;1390;0824-1279.jpg,0824-1279-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/42/101;Сукня “Флорида” біла;білий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;42;1390;0824-101-1.jpg,0824-101.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/44/101;Сукня “Флорида” біла;білий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;44;1390;0824-101-1.jpg,0824-101.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/46/101;Сукня “Флорида” біла;білий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;46;1390;0824-101-1.jpg,0824-101.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/48/101;Сукня “Флорида” біла;білий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;48;1390;0824-101-1.jpg,0824-101.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/50/101;Сукня “Флорида” біла;білий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;50;1390;0824-101-1.jpg,0824-101.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/52/101;Сукня “Флорида” біла;білий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;52;1390;0824-101-1.jpg,0824-101.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/54/101;Сукня “Флорида” біла;білий;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;54;1390;0824-101-1.jpg,0824-101.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/42/1309;Сукня “Флорида” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;42;1390;0824-1309.jpg,0824-1309-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/44/1309;Сукня “Флорида” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;44;1390;0824-1309.jpg,0824-1309-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/46/1309;Сукня “Флорида” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;46;1390;0824-1309.jpg,0824-1309-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/48/1309;Сукня “Флорида” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;48;1390;0824-1309.jpg,0824-1309-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/50/1309;Сукня “Флорида” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;50;1390;0824-1309.jpg,0824-1309-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/52/1309;Сукня “Флорида” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;52;1390;0824-1309.jpg,0824-1309-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0824/54/1309;Сукня “Флорида” червона;червоний;Одяг/Для жінок/Сукні;Сучасна сукня прямого силуету з вишивкою морських мотивів по низу. В бічних швах розташовані внутрішні кишені. По спинці розташована застібка у вигляді планки, яка застібається на петлі та ґудзики. Довжина рукава: 10 см. Довжина сукні по спинці в розмірах 42-48: 87 см, в розмірах 50-56: 92 см.;Міський(Стріт);Вишивка/Рішельє;Прямий;Середня;Короткий;100% льон;54;1390;0824-1309.jpg,0824-1309-1.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0785/42/1367;Сукня “Перлина” темно-синя;синій;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;42;1390;0785-1367.jpg,0785-1367-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/44/1367;Сукня “Перлина” темно-синя;синій;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;44;1390;0785-1367.jpg,0785-1367-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/46/1367;Сукня “Перлина” темно-синя;синій;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;46;1390;0785-1367.jpg,0785-1367-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/48/1367;Сукня “Перлина” темно-синя;синій;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;48;1390;0785-1367.jpg,0785-1367-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/50/1367;Сукня “Перлина” темно-синя;синій;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;50;1390;0785-1367.jpg,0785-1367-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/52/1367;Сукня “Перлина” темно-синя;синій;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;52;1390;0785-1367.jpg,0785-1367-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/54/1367;Сукня “Перлина” темно-синя;синій;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;54;1390;0785-1367.jpg,0785-1367-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/42/325;Сукня “Перлина” малинова;бордовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;42;1390;0785-325-1.jpg,0785-325.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/44/325;Сукня “Перлина” малинова;бордовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;44;1390;0785-325-1.jpg,0785-325.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/46/325;Сукня “Перлина” малинова;бордовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;46;1390;0785-325-1.jpg,0785-325.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/48/325;Сукня “Перлина” малинова;бордовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;48;1390;0785-325-1.jpg,0785-325.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/50/325;Сукня “Перлина” малинова;бордовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;50;1390;0785-325-1.jpg,0785-325.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/52/325;Сукня “Перлина” малинова;бордовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;52;1390;0785-325-1.jpg,0785-325.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/54/325;Сукня “Перлина” малинова;бордовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;54;1390;0785-325-1.jpg,0785-325.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/42/467;Сукня “Перлина” бузкова;бузковий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;42;1390;0785-467.jpg,0785-467-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/44/467;Сукня “Перлина” бузкова;бузковий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;44;1390;0785-467.jpg,0785-467-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/46/467;Сукня “Перлина” бузкова;бузковий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;46;1390;0785-467.jpg,0785-467-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/48/467;Сукня “Перлина” бузкова;бузковий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;48;1390;0785-467.jpg,0785-467-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/50/467;Сукня “Перлина” бузкова;бузковий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;50;1390;0785-467.jpg,0785-467-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/52/467;Сукня “Перлина” бузкова;бузковий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;52;1390;0785-467.jpg,0785-467-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/54/467;Сукня “Перлина” бузкова;бузковий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;54;1390;0785-467.jpg,0785-467-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/42/753;Сукня “Перлина” бірюзова;бірюзовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;42;1390;0785-753.jpg,0785-753-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/44/753;Сукня “Перлина” бірюзова;бірюзовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;44;1390;0785-753.jpg,0785-753-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/46/753;Сукня “Перлина” бірюзова;бірюзовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;46;1390;0785-753.jpg,0785-753-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/48/753;Сукня “Перлина” бірюзова;бірюзовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;48;1390;0785-753.jpg,0785-753-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/50/753;Сукня “Перлина” бірюзова;бірюзовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;50;1390;0785-753.jpg,0785-753-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/52/753;Сукня “Перлина” бірюзова;бірюзовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;52;1390;0785-753.jpg,0785-753-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0785/54/753;Сукня “Перлина” бірюзова;бірюзовий;Одяг/Для жінок/Сукні;Класична офісна сукня прилеглого силуету. По талії та низу спідниці розташована квіткова вишивка. Застібка-блискавка розташована на спинці. Сукня без коміру та рукавів. Довжина сукні в розмірах 42-48: 95см, 50-54: 99 см.;Офісний;Вишивка/Рішельє;Прилеглий;Середня;Без рукава;100% льон;54;1390;0785-753.jpg,0785-753-1.jpg;Літо 2017;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
0778/44/101;Сукня “Василина” біла;білий;Одяг/Для жінок/Сукні;Сукня напівприлеглого силуету у стилі етно. Вона прекрасно пасує як для роботи, так і для відпочинку. По переду сукні розташована орнаментальна вишивка. Кольори вишивки перегукуються з кольором крученого навісного поясу. Рукав реглан, горловина оброблена бейкою, в бічних швах розташовані внутрішні кишені, по спинці знаходиться застібка-блискавка. Сукня пройшла зм'якшення пранням зі спеціальними ензимами. Довжина рукава 57-60 см. Довжина по спинці в розмірах 44-50: 105 см., у розмірах 52-58: 110 см.;Фолк/Етно;Вишивка/Рішельє;Розширений до низу;Середня;Довгий;100% льон;44;1390;0778-101.jpg,0778.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
0778/46/101;Сукня “Василина” біла;білий;Одяг/Для жінок/Сукні;Сукня напівприлеглого силуету у стилі етно. Вона прекрасно пасує як для роботи, так і для відпочинку. По переду сукні розташована орнаментальна вишивка. Кольори вишивки перегукуються з кольором крученого навісного поясу. Рукав реглан, горловина оброблена бейкою, в бічних швах розташовані внутрішні кишені, по спинці знаходиться застібка-блискавка. Сукня пройшла зм'якшення пранням зі спеціальними ензимами. Довжина рукава 57-60 см. Довжина по спинці в розмірах 44-50: 105 см., у розмірах 52-58: 110 см.;Фолк/Етно;Вишивка/Рішельє;Розширений до низу;Середня;Довгий;100% льон;46;1390;0778-101.jpg,0778.jpg;Літо 2017;Вишитий одяг;Міський романс,Вікенд
