Артикул;Название;Категория;Описание;Состав;Цена;Изображение;Основной цвет;Коллекция;Группа;Тема
0630/54/101;Сукня «Плай» біла з Маками;Одяг/Для жінок/Сукні;Дуже комфортне, лляна, трапецієподібного силуету сукня з вишивкою на рукавах. Оздоблення вишивкою - це хіт сезону, що гарантує не тільки відповідність модним тенденціям, але і прояв патріотизму, так як в букет включені квіти, що ростуть на теренах України. Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0630-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Поема про бохо
0630/56/101;Сукня «Плай» біла з Маками;Одяг/Для жінок/Сукні;Дуже комфортне, лляна, трапецієподібного силуету сукня з вишивкою на рукавах. Оздоблення вишивкою - це хіт сезону, що гарантує не тільки відповідність модним тенденціям, але і прояв патріотизму, так як в букет включені квіти, що ростуть на теренах України. Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0630-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Поема про бохо
0630/58/101;Сукня «Плай» біла з Маками;Одяг/Для жінок/Сукні;Дуже комфортне, лляна, трапецієподібного силуету сукня з вишивкою на рукавах. Оздоблення вишивкою - це хіт сезону, що гарантує не тільки відповідність модним тенденціям, але і прояв патріотизму, так як в букет включені квіти, що ростуть на теренах України. Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0630-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Поема про бохо
0647/52/374;Сукня “Верховина” темно-фіолетова;Одяг/Для жінок/Сукні;Плаття класичного стилю, прилеглого силуету, без рукавів. Горловина кругла, оброблена бейкой. По переду у верхній частині розташована орнаментальна вишивка. В шлевкі, вишиті орнаментом, пройде двокольоровий пояс. На спинці сукні розташована застібка «блискавка». Довжина виробу в розмірах 84-96 - 93 см, 100-108 - 97 см.;100% льон;1290;0647-374.JPG;*****;Літо 2016;Вишитий одяг;Орнамент,Міський романс
0647/54/374;Сукня “Верховина” темно-фіолетова;Одяг/Для жінок/Сукні;Плаття класичного стилю, прилеглого силуету, без рукавів. Горловина кругла, оброблена бейкой. По переду у верхній частині розташована орнаментальна вишивка. В шлевкі, вишиті орнаментом, пройде двокольоровий пояс. На спинці сукні розташована застібка «блискавка». Довжина виробу в розмірах 84-96 - 93 см, 100-108 - 97 см.;100% льон;1290;0647-374.JPG;;Літо 2016;Вишитий одяг;Орнамент,Міський романс
0647/52/705;Сукня “Верховина” теракотова;Одяг/Для жінок/Сукні;Плаття класичного стилю, прилеглого силуету, без рукавів. Горловина кругла, оброблена бейкой. По переду у верхній частині розташована орнаментальна вишивка. В шлевкі, вишиті орнаментом, пройде двокольоровий пояс. На спинці сукні розташована застібка «блискавка». Довжина виробу в розмірах 84-96 - 93 см, 100-108 - 97 см.;100% льон;1290;0647-705.JPG;;Літо 2016;Вишитий одяг;Орнамент,Міський романс
0647/50/101;Сукня “Верховина” біла;Одяг/Для жінок/Сукні;Плаття класичного стилю, прилеглого силуету, без рукавів. Горловина кругла, оброблена бейкой. По переду у верхній частині розташована орнаментальна вишивка. В шлевкі, вишиті орнаментом, пройде двокольоровий пояс. На спинці сукні розташована застібка «блискавка». Довжина виробу в розмірах 84-96 - 93 см, 100-108 - 97 см.;100% льон;1290;P1190128.JPG;;Літо 2016;Вишитий одяг;Орнамент,Міський романс
0647/52/101;Сукня “Верховина” біла;Одяг/Для жінок/Сукні;Плаття класичного стилю, прилеглого силуету, без рукавів. Горловина кругла, оброблена бейкой. По переду у верхній частині розташована орнаментальна вишивка. В шлевкі, вишиті орнаментом, пройде двокольоровий пояс. На спинці сукні розташована застібка «блискавка». Довжина виробу в розмірах 84-96 - 93 см, 100-108 - 97 см.;100% льон;1290;P1190128.JPG;;Літо 2016;Вишитий одяг;Орнамент,Міський романс
0647/54/101;Сукня “Верховина” біла;Одяг/Для жінок/Сукні;Плаття класичного стилю, прилеглого силуету, без рукавів. Горловина кругла, оброблена бейкой. По переду у верхній частині розташована орнаментальна вишивка. В шлевкі, вишиті орнаментом, пройде двокольоровий пояс. На спинці сукні розташована застібка «блискавка». Довжина виробу в розмірах 84-96 - 93 см, 100-108 - 97 см.;100% льон;1290;P1190128.JPG;;Літо 2016;Вишитий одяг;Орнамент,Міський романс
0647/52/916;Сукня “Верховина” гірчична;Одяг/Для жінок/Сукні;Плаття класичного стилю, прилеглого силуету, без рукавів. Горловина кругла, оброблена бейкой. По переду у верхній частині розташована орнаментальна вишивка. В шлевкі, вишиті орнаментом, пройде двокольоровий пояс. На спинці сукні розташована застібка «блискавка». Довжина виробу в розмірах 84-96 - 93 см, 100-108 - 97 см.;100% льон;1290;0647-916.JPG;;Літо 2016;Вишитий одяг;Орнамент,Міський романс
0647/54/916;Сукня “Верховина” гірчична;Одяг/Для жінок/Сукні;Плаття класичного стилю, прилеглого силуету, без рукавів. Горловина кругла, оброблена бейкой. По переду у верхній частині розташована орнаментальна вишивка. В шлевкі, вишиті орнаментом, пройде двокольоровий пояс. На спинці сукні розташована застібка «блискавка». Довжина виробу в розмірах 84-96 - 93 см, 100-108 - 97 см.;100% льон;1290;0647-916.JPG;;Літо 2016;Вишитий одяг;Орнамент,Міський романс
9665/42/101;Блуза “Віола” біла;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/46/101;Блуза “Віола” біла;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/48/101;Блуза “Віола” біла;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/50/101;Блуза “Віола” біла;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/52/101;Блуза “Віола” біла;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/54/101;Блуза “Віола” біла;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-101.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/42/394;Блуза “Віола” бежева;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-394.JPG;*****;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/44/394;Блуза “Віола” бежева;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-394.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/46/394;Блуза “Віола” бежева;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-394.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/48/394;Блуза “Віола” бежева;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-394.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/50/394;Блуза “Віола” бежева;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-394.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9665/52/394;Блуза “Віола” бежева;Одяг/Для жінок/Блузи;Блуза класичного стилю з вшивним рукавом і вшивним коміром. Борт блузи, а також полички і рукава оздоблені вишивкою орнаменту 4 кольори віоли. Полуприлеглий силует. Застібка «супатная» на петлі і ґудзики. Довжина спинки в розмірах 84-108 - 60 см. Довжина рукава з манжетою - 45 см.;100% льон;990;9665-394.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
7680/42/359;Спідниця “Кульбабка” темно-синя;Одяг/Для жінок/Спідниці;Спідниця класичного стилю, завуженого до низу силуету. Верх спідниці оброблений поясом-бейкою. Застібка «блискавка» в середньому шві спинки. На передньому і задньому полотнищі спідниці вишиті кульбабки. Довжина спідниці по середньому шву спинки в розмірах 84-96 - 54 см., у розмірах 100-108 - 59 см.;100% льон;790;7680-359.JPG;*****;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Урочиста подія
0687/46/101;Сукня “Дульсінея” біла;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-101.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/48/101;Сукня “Дульсінея” біла;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-101.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/50/101;Сукня “Дульсінея” біла;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-101.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/52/101;Сукня “Дульсінея” біла;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-101.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/54/101;Сукня “Дульсінея” біла;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-101.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/56/101;Сукня “Дульсінея” біла;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-101.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/58/101;Сукня “Дульсінея” біла;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-101.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/44/186;Сукня “Дульсінея” волошкова;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-186.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/46/186;Сукня “Дульсінея” волошкова;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-186.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/48/186;Сукня “Дульсінея” волошкова;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-186.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/50/186;Сукня “Дульсінея” волошкова;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-186.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/52/186;Сукня “Дульсінея” волошкова;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-186.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/54/186;Сукня “Дульсінея” волошкова;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-186.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/56/186;Сукня “Дульсінея” волошкова;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-186.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/58/186;Сукня “Дульсінея” волошкова;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-186.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/44/123;Сукня “Дульсінея” темно-сіра;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-123.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/46/123;Сукня “Дульсінея” темно-сіра;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-123.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/48/123;Сукня “Дульсінея” темно-сіра;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-123.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/50/123;Сукня “Дульсінея” темно-сіра;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-123.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/52/123;Сукня “Дульсінея” темно-сіра;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-123.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/54/123;Сукня “Дульсінея” темно-сіра;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-123.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/56/123;Сукня “Дульсінея” темно-сіра;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-123.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/58/123;Сукня “Дульсінея” темно-сіра;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-123.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/44/443;Сукня “Дульсінея” синя;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-443.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/46/443;Сукня “Дульсінея” синя;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-443.JPG;*****;Літо 2016;;Поема про бохо,Вікенд
0687/48/443;Сукня “Дульсінея” синя;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-443.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/50/443;Сукня “Дульсінея” синя;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-443.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/52/443;Сукня “Дульсінея” синя;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-443.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/54/443;Сукня “Дульсінея” синя;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-443.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/56/443;Сукня “Дульсінея” синя;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-443.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/58/443;Сукня “Дульсінея” синя;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-443.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/44/898;Сукня “Дульсінея” зелена;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-898.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/46/898;Сукня “Дульсінея” зелена;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-898.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/48/898;Сукня “Дульсінея” зелена;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-898.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/50/898;Сукня “Дульсінея” зелена;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-898.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/52/898;Сукня “Дульсінея” зелена;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-898.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/54/898;Сукня “Дульсінея” зелена;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-898.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/56/898;Сукня “Дульсінея” зелена;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-898.JPG;;Літо 2016;;Поема про бохо,Вікенд
0687/58/898;Сукня “Дульсінея” зелена;Одяг/Для жінок/Сукні;Дуже комфортна, лляна, трапецієподібного силуету сукня .  Горловина кругла без коміра. Рукав втачний, по довжині ¾. Довжина виробу по середині спинки в розмірах 42-46  -  122см, у розмірах 48-54   -  126 см.;100% льон;;0687-898.JPG;;Літо 2016;;Поема про бохо,Вікенд
9664/42/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/44/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/46/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/48/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/50/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/52/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/54/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/56/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/58/359;Блуза «Барвінок» синя;Одяг/Для жінок/Блузи;;100% льон;;P1190398.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/42/101;Блуза «Барвінок» біла;Одяг/Для жінок/Блузи;;100% льон;;P1190399.JPG;*******;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/44/101;Блуза «Барвінок» біла;Одяг/Для жінок/Блузи;;100% льон;;P1190399.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/46/101;Блуза «Барвінок» біла;Одяг/Для жінок/Блузи;;100% льон;;P1190399.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/48/101;Блуза «Барвінок» біла;Одяг/Для жінок/Блузи;;100% льон;;P1190399.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
9664/50/101;Блуза «Барвінок» біла;Одяг/Для жінок/Блузи;;100% льон;;P1190399.JPG;;Літо 2016;Вишитий одяг;Квіти,Симфонія квітів,Міський романс
